amount,transaction_hour,transactions_last_10min,failed_attempts,new_device,location_change,account_age_days,previous_chargebacks,ip_repeat_count,merchant_tx_per_min,failure_rate_5m,fraud
16000.92,18,2,0,0,0,861,0,0,19.92,7.65,0
1779.89,18,1,0,0,1,45,0,2,22.16,4.13,0
30729.25,12,3,0,0,0,97,0,2,24.58,17.61,0
3518.89,0,3,0,0,0,518,1,3,12.08,2.21,0
10715.6,18,4,1,0,0,277,0,1,18.9,7.71,0
3442.77,19,6,0,1,0,639,0,0,17.67,3.79,0
3525.29,5,4,1,0,0,79,0,1,21.59,4.74,0
1971.93,19,2,1,0,1,183,0,1,20.84,10.21,0
4126.07,15,3,1,0,0,415,0,2,22.91,1.22,0
5084.23,21,1,1,0,0,15,0,2,24.14,4.8,0
1598.03,15,2,0,0,0,412,0,2,18.34,7.72,0
3192.96,2,6,2,0,0,430,0,0,10.95,2.1,0
1918.69,15,2,1,1,0,355,0,1,14.68,2.14,0
40727.03,2,6,1,1,1,159,0,0,24.66,2.86,1
3313.57,6,2,0,0,0,537,0,2,12.53,4.23,0
18443.99,20,1,0,0,0,162,0,1,11.45,9.83,0
2964.89,23,2,0,0,0,264,0,0,23.12,14.44,0
4780.27,11,2,1,0,0,481,0,2,18.1,7.61,0
909.2,6,3,1,0,0,266,0,1,19.33,4.86,0
2276.91,9,1,0,0,0,345,1,0,16.43,7.07,0
4541.72,5,3,1,0,0,466,0,1,3.42,10.87,0
19250.73,13,3,0,0,0,563,0,0,20.09,1.05,0
4596.64,10,5,0,1,0,160,0,1,8.74,3.05,0
15566.97,1,1,0,0,0,261,0,0,4.67,3.83,0
7134.99,14,5,1,0,0,201,0,2,24.96,11.38,0
20105.96,15,3,2,0,0,222,0,1,22.34,10.77,0
3422.09,16,3,0,0,0,469,0,1,11.13,6.0,0
44789.72,22,3,0,0,0,129,0,0,19.11,7.35,0
2187.1,16,2,1,0,0,321,0,0,15.94,11.2,0
1628.18,16,2,2,0,0,368,1,2,19.6,4.61,0
1021.93,5,1,1,0,0,276,1,1,20.57,21.96,1
42090.44,11,1,0,0,0,382,0,1,20.91,4.99,0
8607.76,10,1,2,0,0,105,0,3,22.84,5.8,0
2563.61,23,6,0,0,1,262,0,0,24.87,1.02,0
13513.9,11,3,1,0,0,511,0,1,25.91,7.73,0
7495.64,16,6,0,0,0,558,0,1,28.62,15.23,0
28693.73,12,5,2,1,0,91,0,2,34.36,5.4,1
716.78,1,2,1,0,0,529,0,2,17.63,1.84,0
2755.55,22,5,2,0,0,312,0,4,25.33,15.97,1
2240.27,16,0,0,0,0,734,2,1,16.56,13.0,1
458.35,5,1,1,0,0,69,0,3,20.57,3.32,0
11084.95,1,2,0,0,1,213,0,0,21.77,4.94,0
2741.02,22,2,0,0,0,372,0,0,21.37,5.21,0
7915.77,7,3,0,0,0,715,0,0,11.57,0.94,0
43380.29,0,2,1,1,0,183,1,0,19.42,3.15,1
2512.65,14,2,0,0,0,437,0,0,7.31,10.17,0
2339.73,0,3,0,0,0,522,2,1,8.05,10.26,1
4124.08,5,1,1,0,0,238,0,0,10.94,2.1,0
10266.17,21,2,0,1,0,286,0,2,18.38,4.84,0
2008.11,0,3,0,1,1,613,0,2,16.68,5.56,0
1877.11,18,4,0,0,0,382,0,1,13.61,5.04,0
11048.49,14,6,1,0,0,170,0,0,24.13,2.86,0
5418.48,7,3,1,0,0,225,0,1,25.08,2.11,0
425.4,6,1,1,0,0,243,0,2,10.1,6.31,0
1005.6,11,3,0,0,1,530,0,0,18.63,1.99,0
17611.33,12,3,0,0,0,614,0,3,13.63,4.18,0
5552.62,21,4,0,0,0,1129,0,1,23.86,1.28,0
1635.48,6,2,1,0,0,191,0,1,11.23,9.71,0
3044.43,14,4,0,0,0,338,0,2,7.22,8.09,0
3691.91,16,5,1,0,0,171,0,1,15.3,1.5,0
7883.44,0,4,2,0,0,130,0,2,22.27,10.78,1
874.65,21,4,0,0,0,202,0,2,10.14,2.6,0
1505.69,23,1,0,1,0,803,0,1,22.69,3.58,0
4849.37,2,1,2,0,0,1038,0,1,20.4,8.75,0
3278.61,6,1,0,0,0,56,0,3,16.72,1.66,0
6637.24,18,2,1,1,0,387,0,0,20.39,4.79,0
1001.26,19,3,1,0,0,154,0,5,25.26,9.25,0
5297.47,3,0,0,1,0,120,0,1,14.65,4.98,0
11454.78,22,5,0,0,0,66,0,0,9.98,14.43,0
6070.28,7,2,0,1,0,176,2,3,14.54,9.05,1
4213.58,7,1,1,0,0,211,0,2,8.99,4.2,0
3292.24,8,6,1,0,0,742,0,1,34.99,5.27,0
1515.36,16,6,1,0,0,221,1,1,23.66,7.27,1
3375.85,4,3,1,0,0,949,0,2,22.78,4.81,0
13666.34,13,1,2,0,0,35,0,1,16.54,2.57,0
3213.19,1,3,0,1,0,810,0,1,11.88,7.59,0
1430.39,3,3,1,0,0,357,0,1,9.97,4.31,0
2171.43,18,5,0,1,0,1227,0,1,23.01,8.28,0
4495.77,9,2,0,0,1,529,0,2,19.15,5.53,0
2459.74,19,4,1,0,1,11,0,0,11.88,6.49,1
6060.63,17,4,3,0,0,191,0,1,9.35,13.93,1
6304.29,23,2,0,0,0,258,0,0,16.46,8.56,0
9259.75,3,1,0,0,0,447,0,2,11.45,5.69,0
16231.96,22,1,1,1,0,916,0,2,17.18,2.14,0
10359.42,21,1,0,1,0,348,0,4,25.5,0.99,0
1365.19,10,7,1,0,1,169,1,0,4.21,2.83,1
1409.92,3,4,1,0,0,593,0,1,16.39,14.04,1
3362.5,3,2,0,0,0,301,0,0,25.0,5.51,0
2267.12,12,5,0,0,0,322,0,2,19.82,7.87,0
1101.86,0,4,1,0,0,146,0,1,30.7,1.7,0
2289.81,2,3,1,0,0,106,0,1,18.03,11.81,0
2212.24,12,3,1,0,0,394,0,2,28.16,7.18,0
1798.23,13,2,0,0,0,565,0,3,20.73,16.27,0
2613.44,20,0,2,0,0,369,0,1,15.31,12.34,1
12548.71,23,0,0,0,0,451,0,0,17.51,6.45,0
4488.17,6,1,1,1,0,750,0,0,22.26,4.77,0
48795.8,7,2,2,0,0,481,0,0,18.51,1.27,0
4354.8,4,4,1,0,0,530,0,0,21.91,3.72,0
2684.99,5,3,0,0,0,1278,0,1,10.23,11.71,0
3656.78,10,2,0,1,0,285,0,1,21.05,3.9,0
4766.26,23,3,2,0,0,391,0,2,13.8,1.22,0
5750.35,21,2,0,0,0,364,0,0,12.77,3.98,0
32226.58,21,7,1,0,0,372,0,1,19.82,0.44,0
1498.79,10,1,1,0,0,483,2,2,13.11,5.43,1
8973.21,15,2,0,1,1,1123,0,1,27.97,5.87,0
4528.46,17,3,0,1,0,504,0,1,16.55,5.95,0
699.49,5,0,0,0,0,259,1,0,9.75,9.6,0
8178.25,11,3,0,0,0,373,0,2,5.43,21.13,1
13780.43,13,8,1,0,0,175,0,2,16.3,2.26,0
1480.25,8,1,0,1,0,463,0,0,17.19,19.76,1
3606.96,11,1,1,0,0,196,0,2,10.31,7.83,0
594.89,10,5,0,0,0,856,0,1,19.3,3.41,0
970.93,1,4,1,0,0,465,0,2,16.61,6.0,0
10942.74,18,2,0,1,0,271,0,5,14.5,12.81,0
2231.13,21,0,2,0,0,281,0,2,8.64,4.74,0
1136.55,18,3,0,0,0,67,0,3,2.0,4.3,0
4632.88,22,2,1,1,0,405,0,1,16.69,12.99,1
2103.73,10,3,1,0,0,149,0,2,21.17,11.88,0
2220.83,1,3,0,0,0,246,1,2,17.73,5.77,0
7913.24,6,1,1,0,0,226,0,2,18.61,6.48,0
1075.11,20,4,2,0,0,978,0,1,13.44,11.91,0
1407.21,3,2,1,0,0,535,0,3,16.66,4.24,0
4280.32,13,1,0,0,1,313,0,2,4.76,6.06,0
10075.68,0,2,1,0,0,806,0,1,24.79,4.13,0
13360.64,7,1,0,0,0,401,0,0,9.97,4.7,0
1811.09,2,2,0,1,0,355,0,0,22.43,2.98,0
9742.43,2,1,1,0,0,34,0,2,18.82,8.66,0
1598.23,3,3,0,0,0,61,0,0,13.0,1.91,0
24773.25,12,2,1,0,0,209,0,0,21.33,4.91,0
1107.15,16,2,0,0,0,525,0,1,22.06,15.19,0
14689.71,6,3,2,0,0,1013,0,0,17.93,7.32,0
1827.47,19,4,0,0,0,1254,0,1,13.49,5.85,0
30149.05,9,2,1,0,0,793,0,0,11.75,2.41,0
6774.27,17,4,0,1,0,417,1,2,8.95,0.69,0
1252.86,12,0,0,0,0,526,0,2,14.31,4.62,0
2104.11,17,4,2,1,0,1142,0,1,17.41,2.29,0
8268.76,23,6,1,0,0,373,0,1,21.5,4.12,0
10995.89,23,2,0,1,1,324,1,1,22.1,15.1,1
3380.4,14,2,0,0,0,320,0,1,15.5,5.57,0
3815.74,23,2,1,1,0,201,0,1,16.96,2.43,0
8072.92,16,5,0,0,0,524,1,0,20.74,5.28,0
4181.35,6,2,0,0,0,247,0,0,13.13,3.06,0
936.19,22,2,1,0,0,294,0,1,19.71,7.16,0
1550.57,3,3,1,0,0,226,0,0,21.59,3.18,0
4660.49,11,3,0,0,0,78,0,3,17.04,0.63,0
13046.26,3,2,0,0,0,860,0,1,15.57,2.34,0
19866.33,18,0,2,0,0,318,0,1,26.94,8.97,0
8254.43,21,2,0,0,0,395,0,0,13.46,8.97,0
4922.91,19,2,0,1,0,238,0,0,16.15,12.61,0
7992.47,2,4,0,0,0,345,0,2,21.29,8.33,0
1807.88,6,5,0,1,1,394,0,1,11.81,4.01,0
3099.85,8,2,1,0,0,1036,0,1,11.46,8.68,0
1532.51,2,3,1,0,0,179,0,1,18.83,1.81,0
981.24,12,6,0,0,0,370,0,1,14.12,8.12,0
5167.92,0,1,0,1,1,888,0,1,26.98,11.39,1
4423.95,14,4,3,0,0,50,1,2,25.93,10.84,1
7495.33,13,4,0,0,0,274,0,2,16.33,2.47,0
6460.21,14,2,0,0,0,523,0,0,20.34,9.42,0
4697.46,21,1,1,0,0,621,0,0,16.23,1.79,0
6531.86,18,4,1,0,1,169,1,0,18.17,2.33,0
3481.38,6,4,0,0,0,608,0,2,24.76,6.25,0
5616.9,13,5,1,0,0,195,1,3,18.21,8.41,1
1698.58,19,5,0,0,0,865,0,3,15.09,4.58,0
5367.9,20,3,0,0,1,808,0,3,2.0,9.28,0
7345.47,15,1,0,0,1,876,0,2,10.33,1.17,0
1802.33,2,3,2,1,0,324,0,0,26.9,10.8,1
3844.6,10,3,3,0,0,264,0,1,25.23,5.32,0
1891.67,20,7,0,0,0,227,0,0,11.18,8.05,0
2094.7,1,4,1,0,0,1215,0,1,14.9,3.96,0
1117.47,14,7,0,0,0,295,0,1,15.58,9.39,0
13753.71,12,2,0,0,1,290,0,2,15.43,3.26,0
11147.49,5,4,2,0,0,328,0,1,10.98,10.74,1
6401.61,8,2,0,0,0,469,0,3,12.08,2.45,0
28877.15,23,2,1,1,0,473,0,1,16.55,2.62,0
2984.81,14,7,0,0,0,229,0,0,18.13,7.61,0
87846.88,22,0,1,0,0,535,0,1,8.03,8.81,1
2867.21,11,2,1,0,0,384,0,1,26.74,5.56,0
4759.76,20,2,1,0,0,875,0,1,18.88,5.1,0
2397.86,14,1,0,0,0,930,0,2,18.0,3.28,0
5382.68,21,1,0,0,0,439,0,3,22.04,2.14,0
8755.14,7,4,0,1,0,414,0,2,14.18,1.69,0
3230.49,9,2,3,0,0,94,1,2,9.52,14.1,1
23518.81,0,1,1,0,0,731,1,1,7.25,2.64,0
4680.25,5,1,0,0,0,483,0,2,22.36,0.07,0
4836.8,3,2,1,0,0,709,0,0,21.72,1.75,0
1401.86,4,2,2,1,0,145,0,1,23.64,7.85,1
5650.07,7,1,2,0,0,302,0,2,25.66,8.02,0
3162.98,20,7,4,0,1,1010,1,1,16.62,3.53,1
1922.44,9,1,1,0,0,206,0,1,31.8,4.68,0
1611.15,19,2,0,0,0,742,1,1,14.8,1.33,0
60195.42,19,3,0,0,1,477,0,2,10.64,13.14,1
2761.0,23,1,0,0,0,1249,0,1,13.06,2.93,0
788.53,12,2,1,1,0,673,0,1,26.93,3.89,0
1749.12,20,2,0,0,1,422,0,2,17.69,11.67,0
3449.05,10,3,4,0,0,511,0,2,24.85,9.05,1
6463.98,15,5,0,0,0,419,1,1,26.47,7.27,0
6519.39,19,5,0,0,0,271,0,0,11.19,5.76,0
7408.96,3,3,0,0,0,51,0,0,14.69,8.37,0
1849.92,1,3,0,0,1,198,0,1,11.83,10.17,0
5205.46,3,2,1,0,0,627,0,2,22.4,3.7,0
1451.19,17,1,1,0,0,26,0,2,21.27,7.7,0
1899.55,11,4,3,0,0,280,0,1,20.66,6.93,1
1389.09,6,2,0,0,0,260,0,1,12.13,2.18,0
1045.44,18,1,1,0,0,617,0,2,22.08,4.01,0
11130.23,0,4,0,0,0,197,0,1,15.76,5.17,0
7502.88,4,2,0,1,0,387,0,0,20.0,1.9,0
10152.74,11,2,1,0,0,236,1,1,16.75,2.84,0
3794.39,21,1,0,0,0,175,0,2,14.54,17.34,0
8230.88,17,1,0,0,0,1102,0,0,19.71,1.95,0
572.86,16,1,1,0,0,111,0,0,22.67,7.46,0
9011.37,17,3,1,0,0,166,0,0,24.27,2.52,0
4385.14,7,4,1,0,0,126,0,3,9.58,1.33,0
7033.68,10,1,1,0,0,253,0,0,12.26,17.02,1
5426.36,21,4,0,1,0,702,0,2,11.44,7.96,0
1291.54,17,3,0,0,0,463,0,0,8.34,6.98,0
755.26,14,5,1,0,0,471,0,3,25.51,15.75,1
1723.9,1,2,2,1,0,359,0,1,9.06,6.06,0
6589.04,17,3,1,1,0,114,0,1,12.61,11.02,0
7514.55,8,2,1,0,0,102,0,3,18.8,4.78,0
865.81,9,1,1,0,0,164,0,0,16.84,2.84,0
1299.64,16,3,1,0,0,75,1,1,23.19,6.59,0
1703.78,9,4,1,0,0,803,0,3,20.87,6.4,0
2501.96,13,4,0,0,0,409,0,3,25.87,14.04,0
871.18,0,3,2,0,0,165,0,1,24.06,10.85,1
817.99,4,3,0,0,1,1220,1,1,17.23,4.95,0
1536.21,12,5,0,1,0,198,0,2,15.79,9.15,0
3986.09,22,4,1,1,0,208,0,0,16.99,3.0,0
1054.03,18,4,1,0,0,371,0,3,11.67,8.22,0
3224.09,10,2,0,0,0,273,0,1,12.15,8.98,0
11064.32,23,1,1,0,0,767,0,3,16.18,1.31,0
928.09,6,4,0,0,0,1072,0,1,2.0,8.24,0
2931.39,21,1,1,0,0,239,0,3,17.35,7.38,0
10678.57,9,1,0,0,0,975,0,3,15.11,2.64,0
2346.82,2,2,0,0,1,362,1,3,17.95,1.29,0
1993.5,0,6,0,0,0,348,1,2,12.52,8.4,1
12353.2,23,2,0,0,1,817,0,2,19.05,5.18,0
2639.88,15,4,0,0,0,319,0,3,9.5,4.85,0
11611.13,3,2,0,0,1,362,0,2,24.59,2.9,0
5712.51,23,3,1,0,0,293,0,1,19.28,6.43,0
2540.24,0,3,1,1,0,88,0,1,15.5,5.35,0
6025.01,8,3,0,0,0,227,0,4,22.35,10.58,0
5097.33,17,4,1,0,0,1390,0,1,11.05,8.96,0
10635.23,1,1,0,0,0,246,0,1,24.12,8.49,0
2047.22,21,1,1,0,0,833,0,2,25.53,5.55,0
3801.94,16,1,2,1,0,99,0,1,21.48,8.62,0
3413.21,22,3,0,0,0,126,0,0,4.04,6.14,0
7626.28,20,2,1,0,0,481,0,3,16.97,7.52,0
1240.86,19,5,0,0,0,79,0,0,10.48,6.48,0
10591.7,5,6,0,1,1,66,0,2,17.07,6.05,0
5941.07,4,2,0,0,0,116,0,1,28.49,6.67,0
913.45,5,4,0,0,0,366,0,0,14.57,8.13,0
12947.73,3,3,1,0,0,192,0,2,11.64,21.08,1
38017.34,15,3,1,0,0,214,0,1,13.68,3.9,0
10424.62,1,3,1,0,0,287,0,0,13.62,4.63,0
16290.44,10,4,2,0,0,99,0,0,11.29,1.45,0
3982.4,13,1,0,0,0,763,0,0,12.66,6.35,0
636.14,12,2,1,0,0,1420,0,2,11.0,10.2,0
525.14,11,5,0,1,0,222,0,0,13.07,4.15,0
4759.21,5,1,0,0,0,563,0,0,4.89,3.95,0
1955.54,2,2,0,0,0,156,0,1,23.69,3.15,0
1393.67,23,1,0,0,0,688,0,1,20.24,4.41,0
3408.8,11,1,0,1,0,904,0,2,27.22,7.9,0
6949.08,14,3,0,0,0,520,0,4,16.86,9.8,0
792.03,13,2,0,0,0,68,0,2,16.65,12.49,0
2272.6,8,2,2,1,0,513,0,3,18.11,2.46,0
17771.73,17,3,1,0,0,248,0,1,13.64,5.1,0
1177.26,9,2,0,1,0,816,0,2,8.45,3.36,0
9074.73,9,5,2,0,0,618,0,1,23.27,6.71,0
2188.63,19,2,1,0,0,556,0,2,18.99,5.55,0
6458.05,7,3,0,0,0,557,1,3,16.06,3.17,0
11524.08,16,0,0,0,0,525,0,3,16.39,3.6,0
7929.5,15,4,0,0,0,442,0,1,16.67,2.9,0
9458.01,0,0,0,0,0,683,1,6,22.45,9.25,0
1086.62,16,5,3,0,0,507,0,1,13.94,2.01,0
11723.41,19,4,1,0,0,715,0,3,11.83,10.99,0
1487.23,6,1,2,1,0,518,0,2,16.93,6.56,0
4781.54,21,5,2,0,0,945,0,0,18.65,5.67,0
4775.04,0,2,0,1,0,33,0,2,17.61,9.26,0
6059.48,4,3,1,0,0,618,0,1,11.65,3.53,0
5186.45,22,3,0,0,1,420,0,2,10.1,2.55,0
1501.17,20,3,1,0,0,73,0,1,21.41,10.8,0
882.39,18,2,1,1,0,617,0,1,18.8,12.32,1
9099.42,14,4,2,0,0,333,1,2,18.27,7.6,1
4425.45,4,4,0,0,0,124,0,0,25.93,2.97,0
12171.42,11,1,0,1,0,846,0,2,14.64,2.02,0
3473.89,13,0,0,1,0,610,0,4,20.46,13.24,0
832.62,2,4,2,0,1,230,0,1,22.71,6.0,0
10041.04,14,0,1,0,0,443,0,1,19.48,11.1,0
2467.87,2,1,2,1,1,501,1,2,17.46,5.4,1
5214.01,3,2,1,0,0,172,0,1,16.17,4.24,0
1844.88,4,0,1,1,0,291,0,2,17.81,3.49,0
20465.93,4,4,0,1,0,275,0,2,12.44,1.82,0
1450.42,1,4,0,0,0,248,0,1,19.61,1.79,0
2554.72,22,3,2,0,0,462,0,1,25.53,1.32,0
4075.8,19,1,0,0,0,138,1,3,9.2,12.27,1
1156.56,12,6,1,1,0,513,0,0,28.75,3.53,0
5151.51,8,2,2,0,0,273,0,1,3.22,7.43,0
19781.57,4,2,0,0,1,95,0,2,16.9,2.48,0
2175.5,22,1,0,0,0,218,0,1,19.76,4.21,0
5513.2,19,3,0,0,0,355,0,2,8.4,4.75,0
202.98,18,3,1,1,0,695,0,3,13.41,2.59,0
3495.12,11,0,0,0,0,248,1,1,8.87,1.18,0
2620.99,0,2,0,0,0,598,0,1,14.72,2.34,0
1541.6,15,3,1,0,0,332,0,2,21.54,2.42,0
11333.55,11,3,1,0,0,527,0,2,25.73,3.48,0
2584.91,7,2,0,1,0,679,0,3,14.56,0.23,0
3021.92,7,2,1,0,0,346,0,2,29.19,2.6,0
2450.26,1,2,0,0,0,81,0,2,9.52,10.15,0
486.55,20,1,1,0,0,300,0,2,24.67,4.96,0
1109.22,3,3,0,0,0,691,0,0,16.83,4.64,0
9988.08,19,2,1,0,0,260,0,3,14.85,0.71,0
397.24,23,4,3,1,0,773,0,2,21.94,3.83,0
1628.43,1,3,1,0,0,229,0,1,23.9,2.62,0
2392.98,14,5,1,1,0,488,0,2,27.04,12.81,1
22715.5,1,0,0,0,0,309,0,0,23.96,0.22,0
8160.28,19,2,0,0,0,242,0,0,17.62,10.41,0
2028.34,12,3,1,0,0,1044,1,1,22.82,3.98,0
14324.68,0,2,1,0,0,744,1,0,15.82,2.87,0
1673.14,18,2,2,0,0,531,0,1,20.18,6.61,0
10504.46,18,5,3,0,0,806,0,3,11.05,4.46,0
874.09,22,1,0,1,0,137,0,0,2.0,1.49,0
11236.48,11,2,0,0,0,259,0,2,26.79,15.28,0
2376.92,22,3,0,0,0,484,0,1,22.67,4.14,0
1236.54,15,4,0,0,1,188,1,0,17.68,4.34,0
2898.65,12,1,0,0,0,614,0,1,29.49,9.7,0
4871.76,8,4,0,0,0,717,0,4,26.37,5.25,0
2165.73,7,3,0,0,1,61,0,1,17.48,9.32,0
6513.62,14,2,2,0,0,407,0,0,7.12,0.77,0
1974.08,17,3,0,0,0,595,0,0,12.63,4.19,0
6984.1,0,2,0,1,0,146,0,0,20.54,9.89,0
5792.58,9,2,1,1,0,223,0,2,8.89,3.61,0
3415.33,1,3,1,0,0,317,0,1,9.43,9.91,0
2290.55,9,4,1,0,0,195,0,1,17.82,6.52,0
4268.93,19,3,1,1,0,809,0,0,16.15,15.31,1
6488.37,16,3,0,0,0,282,0,2,21.0,0.96,0
31725.91,2,0,0,0,0,460,0,0,25.24,10.11,0
9763.36,17,3,1,0,0,450,0,1,22.99,8.57,0
10145.54,0,3,0,1,0,374,0,1,12.33,3.85,0
93240.53,0,2,1,1,1,153,0,3,27.21,1.39,1
6258.88,21,0,0,1,0,1119,0,2,19.0,6.53,0
6056.43,0,6,0,0,0,80,0,3,18.2,0.34,0
7625.22,6,4,1,0,0,230,0,2,24.83,3.15,0
1262.17,3,2,1,0,0,639,0,4,9.09,6.77,0
2284.5,13,4,1,0,0,1012,0,1,25.99,3.63,0
2139.92,12,2,1,0,0,530,0,2,13.62,7.94,0
7186.75,20,1,1,0,0,431,0,5,22.87,4.86,0
3032.42,23,5,0,0,0,34,0,1,19.03,3.33,0
4209.65,17,0,1,1,1,235,0,2,18.47,1.93,0
11405.23,11,4,0,1,0,239,0,2,20.67,2.54,0
9011.96,1,3,1,0,0,688,0,2,10.27,3.3,0
3072.33,22,4,2,0,0,391,0,1,17.17,0.88,0
1801.73,13,6,1,0,0,62,0,1,17.44,8.78,0
11992.52,5,0,0,0,0,1335,0,2,8.28,9.33,0
8205.71,13,3,1,0,0,437,0,2,17.08,11.67,0
674.13,9,4,1,0,0,479,0,2,17.2,2.4,0
2620.68,8,3,0,0,1,265,0,2,26.03,9.53,0
4332.03,10,3,1,0,0,457,1,1,19.61,17.79,1
8248.37,18,2,1,0,0,190,0,1,20.53,8.45,0
9467.37,3,2,1,0,0,273,0,0,26.25,0.67,0
4905.45,23,3,1,0,0,110,0,1,17.97,10.82,0
6731.21,1,3,1,1,0,332,0,0,14.94,13.81,1
3894.59,3,2,1,0,0,513,0,0,18.59,14.03,1
1794.45,16,5,0,0,0,174,0,1,16.49,4.38,0
2767.42,3,2,2,0,0,240,0,2,14.88,1.7,0
3714.28,18,2,1,0,1,169,0,1,19.52,6.31,0
3510.76,17,2,0,0,0,206,0,3,18.89,6.65,0
502.78,10,1,0,1,0,118,0,1,13.77,5.58,0
2398.6,10,5,0,0,0,87,0,0,31.38,23.27,1
3862.29,23,2,0,0,0,428,0,3,19.62,21.74,1
2709.61,19,3,3,0,0,685,1,1,19.2,3.77,0
2809.71,15,1,1,1,0,508,0,1,21.29,9.98,0
6077.76,3,1,1,0,1,517,0,2,33.11,5.96,0
1172.74,14,3,0,0,0,619,0,0,12.08,4.51,0
658.89,0,1,0,0,0,224,0,1,6.15,10.32,0
2526.07,6,3,2,0,0,112,0,4,22.58,12.8,1
8121.91,16,3,0,0,0,255,0,1,25.41,4.68,0
21416.79,9,7,1,0,0,789,0,2,13.36,1.89,0
8276.99,23,5,0,0,1,241,0,3,13.64,1.38,0
779.24,22,5,2,0,0,97,0,2,12.7,2.84,0
2852.68,2,2,0,0,0,715,0,0,27.47,8.97,0
4766.97,21,4,1,0,1,386,0,0,21.9,9.1,0
4387.31,20,7,1,1,0,233,0,0,29.6,5.09,0
6414.2,2,1,1,0,0,150,0,1,15.14,14.83,1
1390.06,9,7,0,0,0,932,0,1,21.43,10.17,0
3897.89,22,1,1,0,0,541,0,1,23.46,10.64,0
5660.9,0,1,0,0,0,505,0,0,19.43,12.08,0
8664.2,1,2,1,0,0,88,0,5,12.3,7.15,0
1562.43,12,5,0,0,1,729,1,2,30.26,10.03,1
2534.08,22,5,0,0,1,57,0,0,24.76,10.32,0
212.94,6,1,3,0,0,524,0,1,22.27,4.18,0
1895.93,18,0,0,0,0,200,1,1,20.9,8.65,0
2099.31,16,5,3,0,0,231,0,1,29.14,8.09,1
1248.17,3,4,0,0,0,285,0,1,17.14,8.6,0
4332.47,6,1,0,0,0,336,0,0,24.21,4.36,0
3433.23,14,3,1,0,0,577,0,4,18.19,5.35,0
339.62,11,4,1,1,0,408,0,2,2.99,6.93,0
4565.5,5,1,0,0,0,61,0,1,12.18,3.29,0
1373.7,4,4,1,0,0,1057,0,3,17.06,4.54,0
6063.08,13,2,0,0,0,136,0,2,17.25,11.21,0
947.72,19,5,0,0,0,152,0,0,10.76,5.25,0
3757.49,9,3,0,0,0,125,0,4,15.94,2.94,0
2704.52,22,1,0,0,0,778,0,1,19.1,21.07,1
5005.32,16,6,0,1,0,254,0,3,27.5,11.15,0
4150.28,9,4,2,0,0,226,1,1,13.67,8.05,1
2785.21,16,4,0,0,0,958,0,1,13.66,15.31,0
725.54,10,2,1,0,0,380,0,0,11.59,10.92,0
771.96,18,4,0,0,0,122,0,1,21.9,7.99,0
1972.23,23,4,1,0,0,1528,0,1,24.74,3.05,0
3609.43,18,3,0,0,0,510,0,0,26.89,8.3,0
1922.42,3,5,0,0,0,387,0,2,20.14,5.91,0
7019.68,1,1,0,0,0,621,0,0,21.35,1.42,0
2715.74,19,1,0,1,0,52,1,1,14.86,5.56,0
1321.78,20,2,0,0,0,190,0,1,8.44,8.42,0
2718.94,13,1,1,0,0,285,0,2,13.39,10.57,0
4615.4,5,4,1,1,0,358,0,0,23.12,11.36,1
5121.12,21,2,0,0,0,644,0,4,20.04,6.02,0
26168.14,10,5,0,0,0,464,0,1,20.01,1.39,0
1803.79,7,0,1,0,0,365,0,1,26.74,7.57,0
3370.6,8,1,0,1,0,893,0,3,11.77,8.06,0
5695.49,7,2,0,0,0,119,1,1,16.29,17.35,1
3552.5,6,2,1,0,0,316,0,1,6.85,8.53,0
2152.43,7,2,1,0,0,1017,0,4,5.66,7.88,0
715.71,16,2,0,0,0,153,1,1,13.26,3.28,0
2129.46,0,2,2,0,0,1032,0,1,26.56,2.11,0
1179.22,8,3,1,1,0,389,0,1,20.43,5.96,0
594.11,4,4,0,0,0,653,0,0,17.5,4.89,0
1578.98,15,0,1,0,0,250,0,2,19.59,0.43,0
1212.64,23,2,1,0,0,1001,0,1,23.68,9.85,0
6720.89,18,2,1,0,1,872,0,2,20.35,5.92,0
6844.13,5,4,0,0,0,79,0,2,19.28,3.2,0
1409.41,12,2,1,0,0,213,0,2,14.17,12.43,0
2770.44,0,4,2,0,0,390,0,1,18.7,3.42,0
517.41,9,7,1,1,0,388,0,2,18.27,1.34,0
2166.66,6,4,1,0,0,854,1,0,14.06,4.1,0
5535.47,12,1,1,0,0,232,0,1,16.83,6.02,0
8657.53,9,1,1,0,0,481,0,1,16.16,0.4,0
1722.1,16,1,2,0,1,476,0,0,24.48,3.25,0
10986.78,13,3,0,0,0,1085,0,1,22.07,7.68,0
741.39,22,5,1,0,0,324,0,2,12.72,2.6,0
982.39,1,4,0,0,0,363,1,2,15.44,11.09,1
7670.56,22,5,0,0,0,614,0,1,16.0,2.47,0
21050.45,18,3,0,0,0,77,0,2,19.72,3.32,0
6112.58,17,4,2,1,0,1111,0,0,21.72,3.69,0
3489.94,19,4,0,0,0,213,1,0,12.1,7.71,0
363.24,1,2,2,0,0,58,0,2,7.15,6.78,0
435.47,5,2,1,0,0,1877,0,0,23.99,2.54,0
4170.87,0,3,1,0,0,1164,0,3,19.68,2.45,0
2499.97,19,5,0,0,0,419,0,2,13.36,4.44,0
1140.1,8,4,0,0,0,696,0,2,15.91,3.2,0
